Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Training Stress Score®,Grit,Flow,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp
Treadmill Running,2018-01-13 16:07:25,false,"Treadmill Running","0.90","112","00:07:43.1","151","154","2.3","161","177","8:33","7:20","--","--","1.17","0.0","0.0","0.0","0.0","0.0","7:43.1","0:00","73.4","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-01-13 15:31:31,false,"Treadmill Running","0.90","94","00:07:51.7","130","146","1.8","160","178","8:45","7:25","--","--","1.15","0.0","0.0","0.0","0.0","0.0","7:51.7","0:00","69.8","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-01-12 18:19:09,false,"Treadmill Running","0.93","126","00:08:40.0","153","168","2.6","153","179","9:18","6:08","--","--","1.13","0.0","0.0","0.0","0.0","0.0","8:40.0","0:00","73.4","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-01-08 18:10:47,false,"Treadmill Running","0.96","120","00:11:59","122","153","2.1","112","193","12:26","5:44","--","--","1.15","0.0","0.0","0.0","0.0","0.0","11:59","0:00","73.4","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-01-08 17:18:58,false,"Treadmill Running","0.97","161","00:15:32","129","159","2.4","95","177","15:59","7:12","--","--","1.06","0.0","0.0","0.0","0.0","0.0","15:32","0:00","73.4","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-01-07 13:51:18,false,"Treadmill Running","3.47","497","00:45:00","143","180","4.9","121","183","12:57","6:51","--","--","0.97","0.0","0.0","0.0","0.0","0.0","45:00","0:00","71.6","0:00","No","00:00.00","4","0.0"
Treadmill Running,2018-01-06 15:23:00,false,"Treadmill Running","0.88","110","00:07:29.2","158","169","2.8","166","175","8:30","7:29","--","--","1.14","0.0","0.0","0.0","0.0","0.0","7:29.2","0:00","75.2","0:00","No","00:00.00","2","0.0"
Treadmill Running,2018-01-06 14:33:38,false,"Treadmill Running","0.94","105","00:07:52.8","143","158","2.5","163","177","8:24","6:14","--","--","1.18","0.0","0.0","0.0","0.0","0.0","7:52.8","0:00","75.2","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-01-05 17:05:14,false,"Treadmill Running","0.94","109","00:07:30.9","155","166","2.7","169","191","7:57","5:53","--","--","1.20","0.0","0.0","0.0","0.0","0.0","7:30.9","0:00","71.6","0:00","No","00:00.00","2","0.0"
Treadmill Running,2018-01-05 16:28:19,false,"Treadmill Running","0.96","98","00:07:54.9","134","150","2.2","166","179","8:16","6:17","--","--","1.17","0.0","0.0","0.0","0.0","0.0","7:54.9","0:00","75.2","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-01-04 19:41:59,false,"Treadmill Running","1.00","162","00:12:19","144","156","2.8","119","168","12:19","7:27","--","--","1.10","0.0","0.0","0.0","0.0","0.0","12:19","0:00","73.4","0:00","No","00:00.00","2","0.0"
Treadmill Running,2018-01-04 18:54:57,false,"Treadmill Running","0.96","128","00:09:49.1","139","149","2.5","143","169","10:14","7:21","--","--","1.10","0.0","0.0","0.0","0.0","0.0","9:49.1","0:00","75.2","0:00","No","00:00.00","1","0.0"
Treadmill Running,2017-12-30 16:34:44,false,"Treadmill Running","0.93","127","00:09:11.5","150","172","2.8","143","175","9:53","7:13","--","--","1.14","0.0","0.0","0.0","0.0","0.0","9:11.5","0:00","71.6","0:00","No","00:00.00","1","0.0"
Treadmill Running,2017-12-28 18:35:56,false,"Treadmill Running","2.00","272","00:21:20","148","167","3.5","133","181","10:40","4:36","--","--","1.55","0.0","0.0","0.0","0.0","0.0","21:20","0:00","75.2","0:00","No","00:00.00","3","0.0"
Treadmill Running,2017-12-27 18:04:33,false,"Treadmill Running","2.01","190","00:13:04","155","160","3.2","160","169","6:30","7:32","--","--","1.15","0.0","0.0","0.0","0.0","0.0","13:04","0:00","75.2","0:00","No","00:00.00","2","0.0"
Treadmill Running,2017-12-20 10:52:26,false,"Treadmill Running","1.02","116","00:08:49.4","140","148","2.5","162","171","8:38","7:47","--","--","1.15","0.0","0.0","0.0","0.0","0.0","8:49.4","0:00","73.4","0:00","No","00:00.00","2","0.0"
Treadmill Running,2017-12-19 17:12:04,false,"Treadmill Running","1.01","118","00:08:55.4","142","162","2.5","159","166","8:51","7:45","--","--","1.14","0.0","0.0","0.0","0.0","0.0","8:55.4","0:00","73.4","0:00","No","00:00.00","2","0.0"
Treadmill Running,2017-11-29 13:16:09,false,"Treadmill Running","1.00","134","00:09:18.1","150","164","2.6","151","175","9:16","7:11","3","--","1.15","0.0","0.0","0.0","0.0","0.0","9:18.1","0:00","77.0","0:00","No","00:00.00","2","0.0"
Treadmill Running,2017-11-29 12:35:28,false,"Treadmill Running","1.02","123","00:08:55.8","144","157","2.4","158","168","8:45","6:18","3","3","1.33","0.0","0.0","0.0","0.0","0.0","8:55.8","0:00","77.0","0:00","No","00:00.00","2","0.0"
Running,2017-10-06 11:04:11,false,"Kansas City Running","4.44","608","00:44:14","141","162","3.5","157","169","9:58","7:58","144","138","1.03","0.0","0.0","0.0","0.0","0.0","44:14","0:00","80.6","0:00","No","00:00.00","--","0.0"
Strength Training,2017-09-25 19:30:13,false,"Strength","0.00","80","00:15:46","88","107","0.2","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","15:46","0:00","73.4","0:00","No","00:00.00","--","0.0"
Running,2017-09-21 12:16:19,false,"Kansas City Running","4.25","565","00:37:26","149","182","3.9","165","180","8:48","7:19","108","121","1.11","0.0","0.0","0.0","0.0","0.0","37:26","0:00","86.0","0:00","No","00:00.00","--","0.0"
Running,2017-09-19 18:45:46,false,"Kansas City Running","4.32","553","00:36:57","148","170","4.2","165","177","8:33","7:16","98","141","1.14","0.0","0.0","0.0","0.0","0.0","36:57","0:00","82.4","0:00","No","00:00.00","--","0.0"
Running,2017-09-16 15:17:18,false,"Kansas City Running","3.02","404","00:24:56","156","187","3.8","161","200","8:15","4:57","59","98","1.21","0.0","0.0","0.0","0.0","0.0","24:56","0:00","84.2","0:00","No","00:00.00","--","0.0"
